300	0.295
310	0.321
320	0.336
330	0.341
340	0.339
350	0.333
360	0.329
370	0.33
380	0.321
390	0.312
400	0.304
410	0.293
420	0.286
430	0.276
440	0.262
450	0.247
460	0.229
470	0.213
480	0.2
490	0.185
500	0.163
510	0.134
520	0.105
530	0.086
540	0.0725
550	0.0621
560	0.0528
570	0.0436
580	0.0348
590	0.027
600	0.0202
610	0.0145
620	0.0099
630	0.0061
640	0.0037
650	0.0021
